trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1040,False,"{'a': 0.6, 'e': 1.0062202572327785}",25,0,-200.4003543418288,"{0: 10, 1: 2, 2: 10, 3: 1, 4: 2}",0
1041,False,"{'a': 0.6, 'e': 1.0053576000391615}",25,0,-125.29707470231796,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
1042,False,"{'a': 0.6, 'e': 1.0044944374879867}",35,0,-172.50412731326196,"{0: 24, 1: 2, 2: 5, 3: 1, 4: 3}",0
1043,False,"{'a': 0.6, 'e': 1.0036307704424168}",20,0,-170.88937183521486,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
1044,False,"{'a': 0.6, 'e': 1.002766599766118}",30,0,-205.10486426200285,"{0: 15, 1: 4, 2: 6, 3: 3, 4: 2}",0
1045,False,"{'a': 0.6, 'e': 1.0019019263232614}",25,0,-69.85663218306722,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
1046,False,"{'a': 0.6, 'e': 1.0010367509785203}",20,0,-134.01247814064106,"{0: 10, 1: 5, 2: 2, 3: 1, 4: 2}",0
1047,False,"{'a': 0.6, 'e': 1.0001710745970702}",20,0,-127.00951304115966,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
1048,False,"{'a': 0.6, 'e': 0.9993048980445869}",30,0,-108.24951945402535,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
1049,False,"{'a': 0.6, 'e': 0.9984382221872473}",35,2,-181.98939797577867,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 3}",1
1050,False,"{'a': 0.6, 'e': 0.997571047891727}",20,0,-51.70143309752214,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
1051,False,"{'a': 0.6, 'e': 0.9967033760252004}",25,0,-127.063007093612,"{0: 16, 1: 2, 2: 3, 3: 3, 4: 1}",0
1052,False,"{'a': 0.6, 'e': 0.9958352074553389}",25,0,-177.62441178104712,"{0: 12, 1: 0, 2: 11, 3: 0, 4: 2}",0
1053,False,"{'a': 0.6, 'e': 0.9949665430503115}",30,0,-90.79611448762348,"{0: 21, 1: 4, 2: 2, 3: 2, 4: 1}",0
1054,False,"{'a': 0.6, 'e': 0.9940973836787822}",20,12,-4.130973705400495,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1055,False,"{'a': 0.6, 'e': 0.9932277302099105}",20,0,-147.4643130307572,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",0
1056,False,"{'a': 0.6, 'e': 0.9923575835133496}",25,0,-160.0719962212342,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
1057,False,"{'a': 0.6, 'e': 0.9914869444592462}",25,0,-52.00650553840271,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
1058,False,"{'a': 0.6, 'e': 0.9906158139182393}",20,1,-113.46240451623373,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 2}",1
1059,False,"{'a': 0.6, 'e': 0.9897441927614594}",30,0,-124.74911025741642,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
1060,False,"{'a': 0.6, 'e': 0.9888720818605274}",30,0,-186.92079394785057,"{0: 16, 1: 1, 2: 10, 3: 1, 4: 2}",0
1061,False,"{'a': 0.6, 'e': 0.9879994820875546}",30,0,-241.09836394380142,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 5}",0
1062,False,"{'a': 0.6, 'e': 0.9871263943151402}",20,0,-9.552569263348248,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1063,False,"{'a': 0.6, 'e': 0.9862528194163721}",25,0,-145.2371744214147,"{0: 11, 1: 5, 2: 7, 3: 1, 4: 1}",0
1064,False,"{'a': 0.6, 'e': 0.985378758264825}",20,0,-143.78908713941638,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
1065,False,"{'a': 0.6, 'e': 0.9845042117345603}",20,0,-119.99040523600172,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
1066,False,"{'a': 0.6, 'e': 0.9836291807001241}",20,4,-61.15333732424355,"{0: 8, 1: 2, 2: 6, 3: 0, 4: 0}",1
1067,False,"{'a': 0.6, 'e': 0.9827536660365475}",20,10,-71.82862992184391,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 1}",1
1068,False,"{'a': 0.6, 'e': 0.981877668619345}",20,0,-106.50428836088854,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
1069,False,"{'a': 0.6, 'e': 0.9810011893245143}",20,0,-70.2184731876378,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
1070,False,"{'a': 0.6, 'e': 0.9801242290285341}",25,0,-95.15611016488519,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
1071,False,"{'a': 0.6, 'e': 0.9792467886083651}",25,0,-19.715920823703073,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 0}",0
1072,False,"{'a': 0.6, 'e': 0.9783688689414471}",25,0,-93.93385720894294,"{0: 14, 1: 5, 2: 4, 3: 2, 4: 0}",0
1073,False,"{'a': 0.6, 'e': 0.9774904709057004}",20,0,-34.26082493205257,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
1074,False,"{'a': 0.6, 'e': 0.9766115953795224}",25,0,-41.21949479553586,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
1075,False,"{'a': 0.6, 'e': 0.9757322432417888}",30,0,-128.86494157073463,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",0
1076,False,"{'a': 0.6, 'e': 0.9748524153718514}",20,0,-87.03093935915295,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
1077,False,"{'a': 0.6, 'e': 0.9739721126495384}",25,0,-218.39173792270404,"{0: 14, 1: 2, 2: 3, 3: 2, 4: 4}",0
1078,False,"{'a': 0.6, 'e': 0.9730913359551523}",20,0,-115.52733891155425,"{0: 12, 1: 2, 2: 2, 3: 3, 4: 1}",1
1079,False,"{'a': 0.6, 'e': 0.9722100861694696}",20,0,-16.262565793933682,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
1080,False,"{'a': 0.6, 'e': 0.97132836417374}",30,0,-175.88414486452496,"{0: 18, 1: 1, 2: 7, 3: 2, 4: 2}",0
1081,False,"{'a': 0.6, 'e': 0.9704461708496857}",30,0,-138.7961637719931,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
1082,False,"{'a': 0.6, 'e': 0.9695635070794995}",30,0,-115.92000566913806,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
1083,False,"{'a': 0.6, 'e': 0.9686803737458455}",20,0,-94.73342878922995,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
1084,False,"{'a': 0.6, 'e': 0.9677967717318567}",25,0,-79.77013697897218,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
1085,False,"{'a': 0.6, 'e': 0.9669127019211353}",20,0,-150.78009751941525,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
1086,False,"{'a': 0.6, 'e': 0.9660281651977507}",25,0,-134.5932711099465,"{0: 13, 1: 4, 2: 5, 3: 2, 4: 1}",0
1087,False,"{'a': 0.6, 'e': 0.96514316244624}",25,0,-24.728504655674122,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
1088,False,"{'a': 0.6, 'e': 0.9642576945516054}",20,0,-69.38600588653115,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
1089,False,"{'a': 0.6, 'e': 0.9633717623993151}",20,0,-43.85833753482544,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
1090,False,"{'a': 0.6, 'e': 0.9624853668753008}",20,0,-102.71640344730338,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
1091,False,"{'a': 0.6, 'e': 0.9615985088659584}",25,0,-30.29076477293752,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
1092,False,"{'a': 0.6, 'e': 0.9607111892581454}",35,0,-174.56852213787502,"{0: 23, 1: 4, 2: 4, 3: 1, 4: 3}",0
1093,False,"{'a': 0.6, 'e': 0.9598234089391817}",35,0,-105.34009483407468,"{0: 23, 1: 6, 2: 4, 3: 1, 4: 1}",0
1094,False,"{'a': 0.6, 'e': 0.9589351687968473}",20,0,-145.93140654686917,"{0: 8, 1: 5, 2: 5, 3: 0, 4: 2}",0
1095,False,"{'a': 0.6, 'e': 0.9580464697193823}",20,0,1.4737415644356329,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1096,False,"{'a': 0.6, 'e': 0.9571573125954858}",25,0,-182.97306511845,"{0: 12, 1: 3, 2: 6, 3: 2, 4: 2}",0
1097,False,"{'a': 0.6, 'e': 0.9562676983143148}",20,0,-105.05377957930797,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
1098,False,"{'a': 0.6, 'e': 0.9553776277654835}",25,0,-43.83490036428352,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
1099,False,"{'a': 0.6, 'e': 0.9544871018390625}",20,0,-71.80089715399231,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
1100,False,"{'a': 0.6, 'e': 0.9535961214255773}",20,0,-98.66270860924455,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
1101,False,"{'a': 0.6, 'e': 0.9527046874160088}",25,0,-211.29463409997354,"{0: 12, 1: 5, 2: 4, 3: 0, 4: 4}",0
1102,False,"{'a': 0.6, 'e': 0.9518128007017902}",25,0,-113.91347800655541,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
1103,False,"{'a': 0.6, 'e': 0.9509204621748089}",30,0,-211.6375161310838,"{0: 16, 1: 6, 2: 4, 3: 0, 4: 4}",0
1104,False,"{'a': 0.6, 'e': 0.9500276727274027}",25,0,-93.419420864059,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
1105,False,"{'a': 0.6, 'e': 0.9491344332523616}",25,0,-139.57910981650903,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
1106,False,"{'a': 0.6, 'e': 0.9482407446429244}",25,0,-30.256435462899404,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
1107,False,"{'a': 0.6, 'e': 0.9473466077927801}",25,13,-30.836912573950357,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
1108,False,"{'a': 0.6, 'e': 0.9464520235960652}",20,0,-91.26831551796032,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
1109,False,"{'a': 0.6, 'e': 0.945556992947364}",20,0,-71.52361205565312,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
1110,False,"{'a': 0.6, 'e': 0.9446615167417067}",25,0,-62.96082697629228,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
1111,False,"{'a': 0.6, 'e': 0.9437655958745701}",25,0,-96.08982453723118,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
1112,False,"{'a': 0.6, 'e': 0.9428692312418743}",30,0,-113.59976644876306,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
1113,False,"{'a': 0.6, 'e': 0.9419724237399844}",20,0,-117.74327532786879,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
1114,False,"{'a': 0.6, 'e': 0.9410751742657073}",20,0,-88.83515925737652,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
1115,False,"{'a': 0.6, 'e': 0.9401774837162931}",25,0,-93.56988600804488,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
1116,False,"{'a': 0.6, 'e': 0.9392793529894314}",30,0,-145.08421087575226,"{0: 18, 1: 4, 2: 6, 3: 0, 4: 2}",0
1117,False,"{'a': 0.6, 'e': 0.9383807829832538}",20,6,-40.75933793241999,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
1118,False,"{'a': 0.6, 'e': 0.9374817745963293}",30,0,-171.40633926033885,"{0: 21, 1: 2, 2: 3, 3: 0, 4: 4}",0
1119,False,"{'a': 0.6, 'e': 0.9365823287276669}",20,0,-65.68505476280644,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
1120,False,"{'a': 0.6, 'e': 0.9356824462767122}",25,0,-106.35075162190462,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
1121,False,"{'a': 0.6, 'e': 0.9347821281433475}",25,0,-131.26710957263856,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
1122,False,"{'a': 0.6, 'e': 0.9338813752278907}",20,0,-114.06039643712111,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
1123,False,"{'a': 0.6, 'e': 0.932980188431095}",20,0,-68.48576321489777,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
1124,False,"{'a': 0.6, 'e': 0.9320785686541468}",20,0,-61.93718279016118,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
1125,False,"{'a': 0.6, 'e': 0.9311765167986662}",30,10,-60.51660254092984,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",1
1126,False,"{'a': 0.6, 'e': 0.9302740337667045}",20,0,-141.90396158437477,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
1127,False,"{'a': 0.6, 'e': 0.9293711204607451}",25,12,-11.508426103609805,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
1128,False,"{'a': 0.6, 'e': 0.9284677777837007}",20,0,-131.25468301624147,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
1129,False,"{'a': 0.6, 'e': 0.9275640066389146}",25,17,-3.8138088664189245,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1130,False,"{'a': 0.6, 'e': 0.9266598079301572}",25,11,-64.41586342821658,"{0: 8, 1: 1, 2: 3, 3: 2, 4: 0}",1
1131,False,"{'a': 0.6, 'e': 0.9257551825616277}",20,0,-112.72189159487232,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
1132,False,"{'a': 0.6, 'e': 0.9248501314379508}",25,0,-68.13782078812847,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
1133,False,"{'a': 0.6, 'e': 0.9239446554641781}",20,2,-48.1399188113576,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 0}",1
1134,False,"{'a': 0.6, 'e': 0.9230387555457851}",25,0,-151.75317453058182,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
1135,False,"{'a': 0.6, 'e': 0.9221324325886721}",20,0,-44.8389406426513,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
1136,False,"{'a': 0.6, 'e': 0.9212256874991613}",20,14,-44.517531139334864,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
1137,False,"{'a': 0.6, 'e': 0.9203185211839984}",25,0,-86.99005006922425,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
1138,False,"{'a': 0.6, 'e': 0.9194109345503492}",20,0,-124.03796932916855,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
1139,False,"{'a': 0.6, 'e': 0.9185029285058004}",25,15,-2.1802623115416746,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1140,False,"{'a': 0.6, 'e': 0.917594503958358}",30,0,-162.3938472305828,"{0: 17, 1: 5, 2: 2, 3: 5, 4: 1}",0
1141,False,"{'a': 0.6, 'e': 0.9166856618164465}",20,0,-129.11640434343371,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
1142,False,"{'a': 0.6, 'e': 0.9157764029889077}",20,0,-18.365389907081425,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
1143,False,"{'a': 0.6, 'e': 0.9148667283850009}",30,0,-131.95924827254447,"{0: 20, 1: 1, 2: 5, 3: 3, 4: 1}",0
1144,False,"{'a': 0.6, 'e': 0.9139566389144}",25,0,-120.47163707322723,"{0: 14, 1: 0, 2: 10, 3: 0, 4: 1}",0
1145,False,"{'a': 0.6, 'e': 0.9130461354871948}",25,14,-80.76919050965682,"{0: 5, 1: 2, 2: 2, 3: 1, 4: 1}",1
1146,False,"{'a': 0.6, 'e': 0.9121352190138885}",20,0,-24.940539544941835,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
1147,False,"{'a': 0.6, 'e': 0.9112238904053976}",20,0,-71.0387018009516,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
1148,False,"{'a': 0.6, 'e': 0.9103121505730505}",25,0,-62.899661872693194,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
1149,False,"{'a': 0.6, 'e': 0.909400000428587}",25,2,-105.310782268216,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 2}",1
1150,False,"{'a': 0.6, 'e': 0.9084874408841572}",30,0,-127.51445349415417,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
1151,False,"{'a': 0.6, 'e': 0.9075744728523206}",20,0,-121.87695864747275,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
1152,False,"{'a': 0.6, 'e': 0.906661097246045}",20,0,-34.22162214335707,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
1153,False,"{'a': 0.6, 'e': 0.9057473149787063}",20,0,-113.77886647920369,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
1154,False,"{'a': 0.6, 'e': 0.9048331269640864}",30,13,-122.9446897751147,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 3}",1
1155,False,"{'a': 0.6, 'e': 0.9039185341163729}",35,0,-117.66851952071411,"{0: 23, 1: 3, 2: 7, 3: 1, 4: 1}",0
1156,False,"{'a': 0.6, 'e': 0.9030035373501593}",25,0,-211.02640501263528,"{0: 8, 1: 6, 2: 7, 3: 2, 4: 2}",0
1157,False,"{'a': 0.6, 'e': 0.9020881375804417}",20,0,-165.6433110202599,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 2}",0
1158,False,"{'a': 0.6, 'e': 0.9011723357226202}",25,0,-97.31020451422151,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
1159,False,"{'a': 0.6, 'e': 0.9002561326924963}",20,0,-13.303943985482332,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1160,False,"{'a': 0.6, 'e': 0.8993395294062732}",25,2,-10.098677743473512,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",1
1161,False,"{'a': 0.6, 'e': 0.8984225267805538}",20,0,-110.9623344249097,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
1162,False,"{'a': 0.6, 'e': 0.897505125732341}",30,0,-141.67910872977305,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 2}",0
1163,False,"{'a': 0.6, 'e': 0.8965873271790354}",25,6,-128.19945998122668,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 1}",1
1164,False,"{'a': 0.6, 'e': 0.8956691320384358}",25,0,-196.6660977663447,"{0: 14, 1: 1, 2: 5, 3: 2, 4: 3}",0
1165,False,"{'a': 0.6, 'e': 0.8947505412287371}",35,0,-174.2089065738895,"{0: 20, 1: 5, 2: 7, 3: 1, 4: 2}",1
1166,False,"{'a': 0.6, 'e': 0.8938315556685301}",30,0,-135.50003602269345,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
1167,False,"{'a': 0.6, 'e': 0.8929121762768002}",25,20,7.677617811221436,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1168,False,"{'a': 0.6, 'e': 0.8919924039729268}",20,0,-73.55571981937253,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
1169,False,"{'a': 0.6, 'e': 0.8910722396766819}",20,0,7.5010148643115535,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1170,False,"{'a': 0.6, 'e': 0.8901516843082302}",35,0,-77.8835604056386,"{0: 24, 1: 5, 2: 4, 3: 2, 4: 0}",0
1171,False,"{'a': 0.6, 'e': 0.8892307387881266}",25,0,-106.62837756884949,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
1172,False,"{'a': 0.6, 'e': 0.8883094040373167}",20,0,-104.26825656946036,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
1173,False,"{'a': 0.6, 'e': 0.8873876809771349}",20,0,-77.39208093336501,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
1174,False,"{'a': 0.6, 'e': 0.8864655705293047}",20,9,-42.94569198902104,"{0: 6, 1: 1, 2: 3, 3: 1, 4: 0}",1
1175,False,"{'a': 0.6, 'e': 0.885543073615936}",20,0,-104.04930465847386,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
1176,False,"{'a': 0.6, 'e': 0.884620191159526}",30,0,-83.20080312196737,"{0: 18, 1: 5, 2: 6, 3: 1, 4: 0}",0
1177,False,"{'a': 0.6, 'e': 0.8836969240829566}",25,0,-87.72329658759212,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
1178,False,"{'a': 0.6, 'e': 0.8827732733094953}",25,0,-141.44975303763783,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
1179,False,"{'a': 0.6, 'e': 0.8818492397627924}",30,19,-21.53885349471152,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1180,False,"{'a': 0.6, 'e': 0.8809248243668819}",25,0,-111.5811311141255,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
1181,False,"{'a': 0.6, 'e': 0.8800000280461784}",20,0,-24.07590743169124,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
1182,False,"{'a': 0.6, 'e': 0.8790748517254787}",25,0,-57.423371668514974,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
1183,False,"{'a': 0.6, 'e': 0.8781492963299589}",30,0,-148.57458738722818,"{0: 21, 1: 3, 2: 2, 3: 1, 4: 3}",0
1184,False,"{'a': 0.6, 'e': 0.8772233627851742}",30,0,-128.59741322464646,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
1185,False,"{'a': 0.6, 'e': 0.8762970520170581}",20,0,-135.85577675076172,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
1186,False,"{'a': 0.6, 'e': 0.8753703649519216}",30,7,-109.83847088546835,"{0: 14, 1: 3, 2: 3, 3: 2, 4: 1}",1
1187,False,"{'a': 0.6, 'e': 0.8744433025164511}",20,4,-37.541750949624074,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
1188,False,"{'a': 0.6, 'e': 0.8735158656377096}",20,0,-20.15621343050175,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
1189,False,"{'a': 0.6, 'e': 0.8725880552431333}",25,0,-98.47712908551803,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
1190,False,"{'a': 0.6, 'e': 0.871659872260533}",35,0,-98.3401010701694,"{0: 21, 1: 4, 2: 10, 3: 0, 4: 0}",0
1191,False,"{'a': 0.6, 'e': 0.8707313176180913}",20,0,-36.853047728761354,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
1192,False,"{'a': 0.6, 'e': 0.869802392244363}",30,8,-19.61764139522787,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 0}",1
1193,False,"{'a': 0.6, 'e': 0.868873097068273}",25,0,-148.6294917123757,"{0: 14, 1: 4, 2: 3, 3: 2, 4: 2}",0
1194,False,"{'a': 0.6, 'e': 0.867943433019117}",25,0,-193.99848013953226,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 4}",0
1195,False,"{'a': 0.6, 'e': 0.8670134010265584}",20,0,-72.20951421167332,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
1196,False,"{'a': 0.6, 'e': 0.8660830020206296}",25,0,-59.750057227106176,"{0: 17, 1: 4, 2: 2, 3: 2, 4: 0}",0
1197,False,"{'a': 0.6, 'e': 0.865152236931729}",30,9,-180.0579315820774,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 4}",1
1198,False,"{'a': 0.6, 'e': 0.8642211066906221}",20,0,-88.06566853188761,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
1199,False,"{'a': 0.6, 'e': 0.8632896122284388}",20,0,-77.56658264339826,"{0: 14, 1: 1, 2: 1, 3: 4, 4: 0}",0
1200,False,"{'a': 0.6, 'e': 0.8623577544766736}",20,0,-161.6309234476518,"{0: 11, 1: 1, 2: 3, 3: 3, 4: 2}",0
1201,False,"{'a': 0.6, 'e': 0.8614255343671839}",20,7,-61.386038633917586,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 1}",1
1202,False,"{'a': 0.6, 'e': 0.8604929528321903}",30,3,-34.62919438521637,"{0: 20, 1: 1, 2: 6, 3: 0, 4: 0}",1
1203,False,"{'a': 0.6, 'e': 0.8595600108042736}",25,0,-83.25513068633468,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
1204,False,"{'a': 0.6, 'e': 0.8586267092163764}",25,0,-40.48495632915298,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
1205,False,"{'a': 0.6, 'e': 0.8576930490017995}",25,0,-170.3873744051386,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
1206,False,"{'a': 0.6, 'e': 0.8567590310942037}",20,0,-6.5314955799365455,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1207,False,"{'a': 0.6, 'e': 0.8558246564276062}",25,18,2.418428975360066,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1208,False,"{'a': 0.6, 'e': 0.8548899259363822}",20,0,-82.29291018666054,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
1209,False,"{'a': 0.6, 'e': 0.8539548405552617}",20,0,-208.32032507750233,"{0: 10, 1: 0, 2: 4, 3: 3, 4: 3}",0
1210,False,"{'a': 0.6, 'e': 0.8530194012193304}",20,0,-74.18334091550723,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
1211,False,"{'a': 0.6, 'e': 0.8520836088640269}",25,0,-78.0789821117234,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
1212,False,"{'a': 0.6, 'e': 0.8511474644251442}",30,16,-10.660624138719259,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1213,False,"{'a': 0.6, 'e': 0.8502109688388262}",20,0,-57.13007590819532,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
1214,False,"{'a': 0.6, 'e': 0.8492741230415686}",20,0,-19.01500945220796,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
1215,False,"{'a': 0.6, 'e': 0.848336927970217}",25,0,-132.94286901970094,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
1216,False,"{'a': 0.6, 'e': 0.8473993845619665}",25,0,-176.00486027134198,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
1217,False,"{'a': 0.6, 'e': 0.8464614937543603}",20,0,-62.5876334482871,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
1218,False,"{'a': 0.6, 'e': 0.8455232564852895}",20,0,-102.71554021517066,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
1219,False,"{'a': 0.6, 'e': 0.8445846736929906}",25,0,-210.32208797308277,"{0: 13, 1: 1, 2: 6, 3: 2, 4: 3}",0
1220,False,"{'a': 0.6, 'e': 0.843645746316047}",25,0,-51.87844372974989,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
